img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20
Pieza_06_foto9;6;9;57.5;57.5;46.11607142857143;44.21875;44.21875;44.21875;20.513392857142858;0.0;0.0;0.0;18.4375;18.4375;16.40625;16.40625;16.40625;16.40625;3.8169642857142856;0.0;0.0;0.0
Pieza_06_foto94;6;94;100.0;100.0;100.0;100.0;100.0;99.70703125;64.5703125;5.703125;0.0;0.0;72.5;72.5;72.5;90.3125;100.0;95.52734375;64.21875;61.8359375;7.67578125;0.0
Pieza_06_foto95;6;95;9.723958333333334;41.46875;68.45833333333333;62.416666666666664;87.85416666666667;24.515625;58.463541666666664;62.234375;40.567708333333336;37.859375;85.40625;69.34895833333333;69.984375;58.848958333333336;18.151041666666668;34.114583333333336;69.29166666666667;29.645833333333332;0.2604166666666667;0.0
Pieza_06_foto96;6;96;0.0;0.0;5.113636363636363;32.03125;27.62784090909091;22.34375;37.08806818181818;55.55397727272727;56.40625;56.12215909090909;0.0;0.0;23.892045454545453;100.0;85.76704545454545;54.80113636363637;32.98295454545455;35.3125;35.3125;73.38068181818181
Pieza_06_foto97;6;97;0.0;0.0;35.625;85.078125;37.79017857142857;10.78125;51.015625;78.68303571428571;20.46875;0.0;0.0;39.575892857142854;83.31473214285714;47.83482142857143;18.080357142857142;2.9799107142857144;46.81919642857143;33.22544642857143;12.522321428571429;0.0
Pieza_06_foto98;6;98;15.78125;15.78125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.59375;28.59375;28.59375;32.455357142857146;36.40625;36.40625;19.174107142857142;1.6741071428571428;0.0;0.0
Pieza_06_foto99;6;99;0.0;0.0;0.0;0.3125;3.26171875;16.9921875;44.6875;39.1015625;0.0;0.0;0.0;0.0;0.0;12.0703125;90.78125;90.78125;53.61328125;40.9765625;0.0;0.0
Pieza_07_foto0;7;0;0.0;0.0;4.739583333333333;21.31076388888889;52.552083333333336;33.229166666666664;38.35069444444444;37.1875;56.96180555555556;28.63715277777778;38.28125;56.40625;90.02604166666667;100.0;66.18055555555556;20.15625;23.4375;21.26736111111111;20.78125;20.625
Pieza_07_foto1;7;1;0.0;0.0;0.0;0.0;2.4356617647058822;27.040441176470587;42.830882352941174;41.84742647058823;31.029411764705884;29.84375;0.0;4.0625;36.387867647058826;65.57904411764706;94.31985294117646;62.8860294117647;43.75;18.602941176470587;14.292279411764707;12.8125
Pieza_07_foto10;7;10;0.0;0.0;1.9350961538461537;23.167067307692307;76.640625;97.28365384615384;29.921875;62.06129807692308;68.73197115384616;31.5625;2.0733173076923075;32.72836538461539;59.32692307692308;23.77403846153846;89.7235576923077;84.03846153846153;44.48317307692308;100.0;79.89783653846153;40.15625
