img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20
Pieza_01_foto0369;1;369;66;66;64;64;64;64;64;64;64;64;64;62;62;60;61;61;61;61;61;61;96.96969696969697;96.96969696969697;100.0;100.0;99.0478515625;98.9013671875;100.0;98.73046875;99.169921875;100.0;97.119140625;96.875;96.16935483870968;93.75;94.8514344262295;95.3125;94.03176229508196;94.23668032786885;95.3125;95.3125
Pieza_01_foto038;1;38;69;69;67;69;69;74;77;77;65;68;68;66;64;62;62;62;57;58;58;57;41.87047101449275;40.466485507246375;39.202425373134325;41.87047101449275;37.658514492753625;39.104729729729726;52.73944805194805;46.083603896103895;36.5625;40.02757352941177;40.0045955882353;37.21590909090909;35.107421875;32.66129032258065;32.66129032258065;30.922379032258064;25.49342105263158;27.586206896551722;27.155172413793103;26.343201754385966
Pieza_01_foto039;1;39;64;64;63;61;61;61;60;60;60;60;60;61;63;63;62;55;57;57;56;56;53.9306640625;52.783203125;51.83531746031746;49.59016393442623;49.59016393442623;49.103483606557376;48.151041666666664;48.151041666666664;48.151041666666664;48.151041666666664;47.057291666666664;47.592213114754095;52.48015873015873;51.364087301587304;39.84375;37.1875;43.85964912280702;42.76315789473684;42.43861607142857;42.43861607142857
Pieza_01_foto0391;1;391;71;71;71;65;65;66;66;62;62;61;60;58;58;58;58;63;63;58;60;60;44.56426056338028;44.56426056338028;38.732394366197184;36.5625;36.5625;37.57102272727273;37.02651515151515;32.66129032258065;32.61088709677419;30.584016393442624;28.333333333333332;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;33.95337301587302;33.11011904761905;26.724137931034484;28.28125;30.104166666666668
Pieza_01_foto0392;1;392;112;112;112;112;111;110;69;59;71;71;69;67;66;64;64;63;63;58;60;60;23.451450892857142;23.451450892857142;23.451450892857142;23.395647321428573;22.1143018018018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto0416;1;416;52;53;55;55;54;82;82;82;79;76;73;54;52;77;77;77;77;70;72;73;81.25;82.16391509433963;85.53977272727273;85.56818181818181;84.375;76.90548780487805;78.04878048780488;78.04878048780488;81.0126582278481;84.21052631578948;80.17979452054794;82.17592592592592;81.25;78.97727272727273;83.11688311688312;83.11688311688312;78.81493506493507;87.32142857142857;88.88888888888889;87.67123287671232
Pieza_01_foto0437;1;437;67;68;70;70;74;74;68;68;67;66;65;64;64;59;57;57;57;57;55;55;39.202425373134325;40.18841911764706;43.214285714285715;43.214285714285715;48.26858108108108;46.494932432432435;40.533088235294116;39.88970588235294;38.24626865671642;37.68939393939394;34.6875;35.0341796875;33.544921875;27.092161016949152;26.343201754385966;26.343201754385966;26.343201754385966;24.232456140350877;23.09659090909091;23.892045454545453
Pieza_01_foto0438;1;438;62;64;65;65;61;70;70;70;70;68;63;64;64;59;59;59;59;58;58;58;32.66129032258065;34.765625;36.5625;33.4375;31.378073770491802;40.580357142857146;43.214285714285715;43.214285714285715;41.25;36.51194852941177;33.95337301587302;35.25390625;32.177734375;28.840042372881356;28.840042372881356;28.840042372881356;27.14512711864407;27.101293103448278;27.586206896551722;27.586206896551722
Pieza_01_foto0460;1;460;110;112;112;112;105;113;113;113;109;80;82;103;104;104;102;102;102;67;67;67;58.18181818181818;57.142857142857146;57.142857142857146;57.142857142857146;60.95238095238095;56.63716814159292;56.63716814159292;56.63716814159292;58.71559633027523;80.0;78.04878048780488;62.13592233009709;61.53846153846154;61.53846153846154;62.745098039215684;62.745098039215684;60.631127450980394;93.21361940298507;95.5223880597015;95.5223880597015
Pieza_01_foto0461;1;461;58;58;68;68;73;107;107;107;107;104;100;99;99;99;97;97;97;68;83;83;90.625;90.625;93.84191176470588;90.41819852941177;81.57106164383562;59.81308411214953;59.81308411214953;59.81308411214953;59.81308411214953;61.53846153846154;64.0;64.64646464646465;64.64646464646465;64.64646464646465;65.97938144329896;65.97938144329896;65.97938144329896;94.11764705882354;77.10843373493977;77.10843373493977
Pieza_01_foto0480;1;480;61;58;58;59;59;59;59;59;68;68;60;57;57;58;60;60;60;68;68;68;49.20594262295082;45.28556034482759;45.28556034482759;46.31885593220339;46.71610169491525;46.71610169491525;46.71610169491525;46.71610169491525;56.04319852941177;58.15716911764706;44.791666666666664;43.85964912280702;43.85964912280702;44.234913793103445;48.125;48.151041666666664;47.03125;53.86029411764706;59.765625;59.765625
Pieza_01_foto0481;1;481;67;67;65;66;66;63;65;79;79;66;59;59;59;59;63;63;63;62;71;71;39.202425373134325;39.17910447761194;36.5625;37.878787878787875;36.95549242424242;33.95337301587302;36.5625;52.76898734177215;54.27215189873418;31.699810606060606;28.840042372881356;28.840042372881356;28.840042372881356;28.840042372881356;33.95337301587302;33.95337301587302;32.11805555555556;32.66129032258065;44.45422535211268;44.56426056338028
Pieza_01_foto0503;1;503;106;107;107;135;135;135;116;106;117;117;116;117;117;111;111;110;110;110;108;64;60.37735849056604;59.81308411214953;59.81308411214953;47.407407407407405;47.407407407407405;47.407407407407405;55.172413793103445;60.37735849056604;54.7008547008547;54.7008547008547;55.172413793103445;54.7008547008547;54.7008547008547;57.65765765765766;57.65765765765766;58.18181818181818;58.18181818181818;58.18181818181818;59.25925925925926;100.0
Pieza_01_foto0504;1;504;92;92;94;94;93;93;93;91;89;91;91;91;88;85;85;85;80;65;60;53;69.56521739130434;69.56521739130434;68.08510638297872;68.08510638297872;68.81720430107526;68.81720430107526;68.81720430107526;70.32967032967034;71.91011235955057;70.32967032967034;70.32967032967034;70.32967032967034;72.72727272727273;75.29411764705883;75.29411764705883;75.29411764705883;80.0;94.92788461538461;84.6875;82.8125
Pieza_01_foto0521;1;521;70;70;61;57;58;58;58;60;62;62;58;58;59;61;73;73;58;59;60;61;43.214285714285715;36.964285714285715;27.792008196721312;26.343201754385966;27.424568965517242;27.586206896551722;27.586206896551722;30.104166666666668;32.10685483870968;32.15725806451613;27.586206896551722;27.586206896551722;28.654661016949152;29.841188524590162;47.28167808219178;45.24828767123287;26.724137931034484;28.60169491525424;29.609375;31.378073770491802
Pieza_01_foto0522;1;522;64;61;58;59;59;59;54;54;55;65;65;67;67;64;61;58;61;61;63;63;52.978515625;47.64344262295082;45.28556034482759;45.65677966101695;46.71610169491525;42.3728813559322;39.61226851851852;39.61226851851852;41.02272727272727;52.76442307692308;55.38461538461539;56.76305970149254;58.23227611940298;50.48828125;46.209016393442624;45.28556034482759;48.36065573770492;49.59016393442623;52.132936507936506;52.48015873015873
Pieza_01_foto0545;1;545;83;83;83;82;56;57;57;83;83;86;90;90;56;56;56;56;64;64;57;57;77.10843373493977;77.10843373493977;77.10843373493977;75.20960365853658;87.5;87.99342105263158;89.0625;68.9382530120482;77.10843373493977;74.4186046511628;71.11111111111111;68.33333333333333;87.5;87.5;87.5;87.5;99.4140625;93.65234375;89.0625;89.0625
Pieza_01_foto076;1;76;65;65;62;61;62;62;62;62;62;62;55;55;57;57;52;52;54;54;52;52;55.38461538461539;51.92307692307692;50.957661290322584;49.59016393442623;50.15120967741935;51.033266129032256;51.033266129032256;51.033266129032256;51.033266129032256;45.211693548387096;41.02272727272727;41.02272727272727;43.85964912280702;41.61184210526316;36.80889423076923;36.80889423076923;39.322916666666664;39.207175925925924;36.80889423076923;36.80889423076923
Pieza_01_foto077;1;77;63;63;63;62;62;62;62;62;62;57;59;59;58;53;53;53;53;53;56;56;52.48015873015873;52.48015873015873;51.339285714285715;49.899193548387096;50.403225806451616;51.033266129032256;51.033266129032256;51.033266129032256;47.00100806451613;43.85964912280702;46.186440677966104;46.557203389830505;40.4364224137931;38.20754716981132;38.20754716981132;38.20754716981132;38.20754716981132;38.20754716981132;40.29017857142857;42.43861607142857
Pieza_01_foto098;1;98;56;58;58;62;63;63;65;67;67;67;69;69;69;67;67;67;71;72;72;72;87.5;89.27801724137932;90.625;93.34677419354838;97.91666666666667;98.4375;98.46153846153847;95.5223880597015;95.5223880597015;95.5223880597015;92.7536231884058;92.7536231884058;92.7536231884058;95.5223880597015;95.5223880597015;95.5223880597015;90.14084507042253;88.88888888888889;88.88888888888889;88.88888888888889
Pieza_01_foto099;1;99;19;55;57;58;59;60;61;63;63;63;64;65;66;66;66;68;68;68;69;69;29.6875;52.84090909090909;87.52741228070175;90.43642241379311;91.71080508474576;92.68229166666667;95.00512295081967;96.92460317460318;98.4375;98.4375;99.7802734375;98.46153846153847;96.96969696969697;96.96969696969697;96.96969696969697;94.11764705882354;94.11764705882354;94.11764705882354;92.7536231884058;92.7536231884058
Pieza_01_foto118;1;118;58;58;58;55;59;59;54;58;58;58;66;66;63;62;59;59;59;60;64;64;90.625;90.625;87.8771551724138;85.9375;90.625;89.32733050847457;84.375;86.36853448275862;90.625;89.4665948275862;90.19886363636364;96.94602272727273;96.92460317460318;93.22076612903226;92.1875;92.1875;92.1875;92.31770833333333;98.828125;100.0
Pieza_01_foto119;1;119;66;66;66;62;62;61;61;64;64;61;60;60;58;58;61;63;63;62;61;62;96.96969696969697;96.96969696969697;95.40719696969697;96.875;96.04334677419355;93.92930327868852;92.69979508196721;97.0703125;99.658203125;93.80122950819673;93.75;91.953125;90.625;90.625;93.05840163934427;97.59424603174604;98.31349206349206;95.4133064516129;95.3125;96.34576612903226
Pieza_01_foto137;1;137;64;63;82;82;81;78;78;78;78;75;75;74;74;74;74;71;70;67;67;67;20.5322265625;18.055555555555557;33.17454268292683;42.05411585365854;38.15586419753087;37.03926282051282;37.03926282051282;37.03926282051282;35.31650641025641;33.333333333333336;31.729166666666668;31.397804054054053;32.11570945945946;32.11570945945946;31.16554054054054;27.72887323943662;25.357142857142858;23.880597014925375;23.880597014925375;23.880597014925375
Pieza_01_foto138;1;138;86;86;85;85;82;81;80;80;81;81;80;79;76;76;76;77;77;76;75;75;32.049418604651166;31.486191860465116;30.90073529411765;28.78676470588235;26.791158536585368;26.33101851851852;25.3125;25.3125;26.21527777777778;26.33101851851852;25.078125;22.90348101265823;21.05263157894737;21.05263157894737;21.05263157894737;22.098214285714285;22.037337662337663;20.394736842105264;20.020833333333332;20.020833333333332
Pieza_01_foto152;1;152;62;62;62;60;59;59;59;59;61;61;61;59;60;60;62;62;62;64;64;64;96.875;96.875;94.25403225806451;89.21875;91.02224576271186;92.1875;92.1875;92.1875;94.0061475409836;95.3125;94.23668032786885;92.1875;93.69791666666667;93.75;95.38810483870968;96.875;96.875;99.0966796875;100.0;100.0
Pieza_01_foto153;1;153;60;60;60;64;64;64;61;65;65;65;65;66;67;68;68;68;68;68;68;67;93.75;93.75;93.75;98.53515625;100.0;98.8525390625;95.3125;97.21153846153847;98.46153846153847;98.46153846153847;98.46153846153847;96.96969696969697;95.5223880597015;94.11764705882354;94.11764705882354;94.11764705882354;94.11764705882354;94.11764705882354;94.11764705882354;95.5223880597015
Pieza_01_foto167;1;167;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465;64.64646464646465
Pieza_01_foto168;1;168;64;64;64;75;75;75;75;58;59;59;59;57;68;68;67;66;58;56;56;56;20.5322265625;20.5322265625;20.5322265625;24.854166666666668;33.333333333333336;33.333333333333336;30.854166666666668;14.251077586206897;15.095338983050848;15.254237288135593;13.983050847457626;13.267543859649123;21.98988970588235;24.97702205882353;23.484141791044777;16.879734848484848;13.011853448275861;12.3046875;12.3046875;12.3046875
Pieza_01_foto184;1;184;67;67;67;67;60;59;59;59;59;60;61;61;63;63;63;63;64;64;64;62;95.5223880597015;95.5223880597015;95.5223880597015;93.19029850746269;93.48958333333333;92.1875;92.1875;92.1875;92.1875;93.41145833333333;95.0563524590164;95.3125;97.89186507936508;98.4375;98.4375;98.4375;99.169921875;100.0;98.095703125;96.875
Pieza_01_foto185;1;185;58;58;59;59;55;54;55;55;59;60;60;62;62;59;61;61;61;58;62;62;90.625;90.625;92.13453389830508;88.40042372881356;85.9375;84.375;85.625;85.11363636363636;85.77860169491525;93.54166666666667;93.75;95.36290322580645;95.76612903225806;92.1875;93.00717213114754;95.3125;93.51946721311475;90.625;92.21270161290323;96.875
Pieza_01_foto219;1;219;73;73;68;73;73;75;75;129;129;129;63;63;64;64;61;67;67;59;58;54;87.67123287671232;87.67123287671232;94.11764705882354;87.67123287671232;87.67123287671232;85.33333333333333;85.33333333333333;49.6124031007752;49.6124031007752;49.14001937984496;98.4375;98.4375;99.7314453125;97.314453125;94.08299180327869;92.91044776119404;94.56623134328358;91.26059322033899;86.61099137931035;84.375
Pieza_01_foto220;1;220;67;66;65;59;59;58;58;58;55;54;55;55;54;54;54;52;52;109;109;109;95.5223880597015;96.96969696969697;97.9326923076923;92.1875;91.76377118644068;90.625;90.625;87.47306034482759;85.9375;84.375;84.6875;85.9375;84.375;84.375;84.375;81.25;81.25;49.08256880733945;58.71559633027523;58.71559633027523
Pieza_01_foto237;1;237;87;88;88;90;91;91;92;92;94;94;77;94;95;95;51;99;99;99;98;98;20.761494252873565;21.750710227272727;21.750710227272727;23.76736111111111;24.43337912087912;24.793956043956044;25.832201086956523;25.832201086956523;27.892287234042552;23.70345744680851;11.688311688311689;27.94215425531915;29.013157894736842;13.81578947368421;0.0;18.876262626262626;33.39646464646464;32.67045454545455;32.286352040816325;32.286352040816325
Pieza_01_foto254;1;254;69;68;71;71;70;71;116;116;116;115;61;72;72;63;57;57;61;61;61;58;92.7536231884058;94.11764705882354;90.14084507042253;90.14084507042253;91.42857142857143;90.14084507042253;55.172413793103445;55.172413793103445;55.172413793103445;54.80978260869565;95.3125;88.49826388888889;88.82378472222223;91.51785714285714;89.0625;89.0625;91.77766393442623;95.3125;93.64754098360656;90.625
Pieza_01_foto255;1;255;67;67;68;68;75;75;75;69;64;67;67;71;71;61;61;58;55;62;62;59;95.5223880597015;95.5223880597015;94.11764705882354;94.11764705882354;85.33333333333333;85.33333333333333;85.33333333333333;92.7536231884058;100.0;95.5223880597015;95.5223880597015;90.14084507042253;88.82042253521126;95.3125;92.31557377049181;89.60129310344827;85.9375;92.11189516129032;95.53931451612904;92.1875
Pieza_01_foto276;1;276;51;52;56;56;56;58;58;59;59;58;58;58;58;62;62;64;64;59;59;59;35.416666666666664;36.77884615384615;41.35044642857143;42.43861607142857;42.43861607142857;45.28556034482759;45.28556034482759;46.71610169491525;46.42478813559322;45.28556034482759;45.28556034482759;45.28556034482759;45.28556034482759;50.73084677419355;51.033266129032256;53.7353515625;52.1240234375;45.603813559322035;46.398305084745765;46.71610169491525
Pieza_01_foto277;1;277;54;55;56;56;58;59;59;60;60;60;60;62;62;62;61;62;62;62;62;63;22.685185185185187;23.77840909090909;24.441964285714285;25.111607142857142;27.451508620689655;28.310381355932204;28.840042372881356;30.104166666666668;30.104166666666668;30.104166666666668;30.104166666666668;31.577620967741936;32.66129032258065;31.829637096774192;31.378073770491802;32.66129032258065;32.66129032258065;32.66129032258065;32.66129032258065;33.95337301587302
Pieza_01_foto295;1;295;129;129;126;120;56;58;65;65;65;58;57;114;114;114;111;59;59;59;94;94;49.6124031007752;49.6124031007752;50.79365079365079;51.770833333333336;87.5;90.46336206896552;92.0673076923077;98.46153846153847;92.35576923076923;90.30172413793103;89.0625;56.04440789473684;56.14035087719298;56.14035087719298;53.997747747747745;84.42796610169492;92.1875;92.1875;66.92154255319149;68.08510638297872
Pieza_01_foto318;1;318;57;57;58;58;57;57;57;57;58;59;60;60;60;62;63;64;64;64;64;64;26.343201754385966;26.343201754385966;27.586206896551722;26.804956896551722;26.343201754385966;26.343201754385966;26.343201754385966;26.343201754385966;27.586206896551722;28.840042372881356;30.104166666666668;30.104166666666668;30.104166666666668;32.66129032258065;33.95337301587302;34.4482421875;35.25390625;35.25390625;35.25390625;35.25390625
Pieza_01_foto319;1;319;91;91;91;86;89;89;82;67;79;79;83;83;83;83;90;90;90;88;89;89;37.92925824175824;37.92925824175824;33.89423076923077;32.049418604651166;35.481039325842694;33.655196629213485;18.083079268292682;12.336753731343284;22.231012658227847;24.22863924050633;28.46385542168675;28.63328313253012;28.63328313253012;28.63328313253012;33.97569444444444;36.736111111111114;35.677083333333336;34.375;35.55126404494382;35.55126404494382
Pieza_01_foto342;1;342;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375
Pieza_01_foto343;1;343;58;58;57;59;60;60;119;119;119;119;121;121;120;120;122;129;129;129;65;65;90.625;90.625;89.0625;90.06885593220339;92.99479166666667;93.75;52.73109243697479;53.78151260504202;53.78151260504202;53.78151260504202;52.892561983471076;52.892561983471076;53.333333333333336;53.333333333333336;52.459016393442624;49.6124031007752;49.6124031007752;49.6124031007752;98.46153846153847;98.46153846153847
Pieza_01_foto344;1;344;62;62;66;66;67;67;63;62;61;61;61;65;65;68;68;68;66;66;66;60;96.875;96.875;95.99905303030303;96.96969696969697;95.5223880597015;95.47574626865672;97.09821428571429;95.91733870967742;95.3125;95.3125;95.3125;98.46153846153847;95.0;91.49816176470588;94.11764705882354;94.11764705882354;96.96969696969697;96.96969696969697;93.9157196969697;93.75
Pieza_01_foto368;1;368;56;59;68;68;64;63;63;63;63;63;66;66;66;60;58;58;61;64;65;65;25.111607142857142;27.992584745762713;36.810661764705884;40.234375;34.326171875;33.95337301587302;33.035714285714285;33.45734126984127;33.95337301587302;33.95337301587302;35.65340909090909;37.878787878787875;34.16193181818182;27.447916666666668;26.751077586206897;27.586206896551722;29.149590163934427;35.25390625;36.39423076923077;36.5625
Pieza_01_foto369;1;369;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234;79.01234567901234
Pieza_01_foto38;1;38;54;56;60;60;59;59;59;61;63;64;74;74;74;74;71;64;64;64;66;66;84.375;86.55133928571429;91.61458333333333;93.203125;92.1875;91.84322033898304;90.625;95.13319672131148;97.74305555555556;99.755859375;86.48648648648648;86.48648648648648;86.48648648648648;86.48648648648648;86.11355633802818;97.119140625;100.0;98.5595703125;96.40151515151516;96.96969696969697
Pieza_01_foto39;1;39;69;69;69;62;57;68;69;69;67;65;68;68;66;73;73;67;67;70;70;70;92.7536231884058;92.7536231884058;90.51177536231884;96.21975806451613;89.0625;88.09742647058823;92.7536231884058;92.7536231884058;95.5223880597015;98.46153846153847;94.11764705882354;94.11764705882354;96.96969696969697;87.67123287671232;87.67123287671232;95.5223880597015;95.5223880597015;91.42857142857143;91.42857142857143;91.42857142857143
Pieza_01_foto391;1;391;114;114;115;143;144;144;113;115;115;115;118;118;118;117;56;55;54;118;118;118;56.14035087719298;56.14035087719298;55.65217391304348;44.75524475524475;44.44444444444444;44.44444444444444;56.63716814159292;55.65217391304348;55.65217391304348;55.65217391304348;54.23728813559322;54.23728813559322;54.23728813559322;52.67094017094017;86.24441964285714;84.63068181818181;84.375;52.648305084745765;54.23728813559322;54.23728813559322
Pieza_01_foto392;1;392;61;58;57;63;63;63;63;63;64;66;69;69;57;66;107;125;125;124;124;124;94.92827868852459;89.25107758620689;89.0625;92.16269841269842;98.4375;98.4375;94.99007936507937;92.68353174603175;99.8291015625;96.96969696969697;92.7536231884058;85.77898550724638;89.0625;96.63825757575758;59.81308411214953;51.2;51.2;51.61290322580645;51.61290322580645;51.61290322580645
Pieza_01_foto416;1;416;77;79;82;82;82;80;81;81;57;77;79;83;91;91;89;89;89;70;56;56;22.098214285714285;23.160601265822784;27.515243902439025;27.515243902439025;26.524390243902438;25.3125;26.40817901234568;14.834104938271604;4.6326754385964914;13.169642857142858;23.852848101265824;27.466114457831324;36.41826923076923;37.551510989010985;35.55126404494382;35.55126404494382;31.82935393258427;7.455357142857143;4.017857142857143;4.017857142857143
Pieza_01_foto437;1;437;53;52;54;54;55;55;90;90;90;62;62;64;70;77;77;75;72;67;66;64;82.60613207547169;81.25;82.46527777777777;84.375;85.82386363636364;85.9375;68.00347222222223;71.11111111111111;70.3125;96.875;96.875;97.900390625;91.42857142857143;83.11688311688312;83.11688311688312;85.33333333333333;88.88888888888889;95.5223880597015;96.96969696969697;100.0
Pieza_01_foto438;1;438;63;63;58;58;57;60;60;119;120;122;122;122;67;67;67;60;64;64;62;61;98.4375;94.89087301587301;90.625;89.87068965517241;89.0625;90.546875;93.75;52.25840336134454;53.333333333333336;52.459016393442624;52.459016393442624;52.459016393442624;95.5223880597015;95.5223880597015;92.65391791044776;93.75;98.193359375;99.2919921875;95.46370967741936;95.3125
Pieza_01_foto460;1;460;83;83;85;85;80;85;85;86;86;63;61;86;89;89;89;86;91;91;89;90;28.63328313253012;28.63328313253012;30.90073529411765;29.595588235294116;23.90625;28.970588235294116;30.90073529411765;31.90406976744186;25.58139534883721;8.010912698412698;7.402663934426229;30.01453488372093;35.51615168539326;35.55126404494382;35.059691011235955;32.049418604651166;37.92925824175824;36.933379120879124;35.55126404494382;36.736111111111114
Pieza_01_foto461;1;461;53;56;58;58;58;58;57;57;57;58;64;65;65;67;72;72;72;72;69;61;21.49174528301887;23.381696428571427;27.586206896551722;27.586206896551722;27.586206896551722;25.862068965517242;26.343201754385966;26.343201754385966;26.343201754385966;27.586206896551722;32.763671875;36.20192307692308;36.5625;39.202425373134325;42.013888888888886;45.920138888888886;45.920138888888886;45.39930555555556;34.73731884057971;31.378073770491802
Pieza_01_foto480;1;480;66;66;66;62;64;64;71;99;99;99;69;69;59;60;64;64;68;113;114;114;96.96969696969697;96.96969696969697;95.88068181818181;96.875;99.169921875;100.0;90.14084507042253;64.64646464646465;64.64646464646465;64.64646464646465;92.7536231884058;88.94927536231884;89.0625;93.671875;97.6806640625;100.0;94.11764705882354;56.63716814159292;56.14035087719298;56.14035087719298
Pieza_01_foto481;1;481;74;74;74;60;60;60;62;62;56;59;73;76;76;64;64;84;84;84;66;64;86.48648648648648;86.48648648648648;82.8758445945946;92.1875;93.75;93.75;96.32056451612904;92.69153225806451;87.5;90.51906779661017;83.13356164383562;84.21052631578948;84.21052631578948;100.0;100.0;76.19047619047619;76.19047619047619;76.19047619047619;96.96969696969697;100.0
Pieza_01_foto503;1;503;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111;71.11111111111111
Pieza_01_foto504;1;504;52;52;52;52;52;52;52;56;59;59;58;56;59;65;65;65;61;61;60;60;36.80889423076923;36.80889423076923;36.80889423076923;36.80889423076923;36.80889423076923;36.80889423076923;36.80889423076923;42.04799107142857;45.842161016949156;46.42478813559322;43.07650862068966;42.43861607142857;45.94809322033898;51.34615384615385;55.38461538461539;50.76923076923077;49.59016393442623;49.20594262295082;48.151041666666664;48.151041666666664
Pieza_01_foto521;1;521;58;58;56;67;70;70;69;57;56;64;64;63;57;56;56;56;55;59;67;67;90.625;89.30495689655173;87.5;86.21735074626865;91.42857142857143;91.42857142857143;83.96739130434783;87.91118421052632;87.5;94.7265625;99.9755859375;92.08829365079364;89.0625;87.5;87.5;86.9140625;85.9375;86.01694915254237;95.33582089552239;95.5223880597015
Pieza_01_foto522;1;522;60;60;61;61;55;61;65;65;65;53;75;81;81;59;57;57;56;56;59;59;93.75;93.75;94.95389344262296;90.39446721311475;85.9375;88.88319672131148;93.99038461538461;98.46153846153847;89.78365384615384;82.8125;72.27083333333333;79.01234567901234;79.01234567901234;92.1875;89.0625;89.0625;86.07700892857143;85.9375;90.04237288135593;92.1875
Pieza_01_foto545;1;545;60;60;70;80;81;82;82;86;93;93;89;86;86;60;60;87;87;86;86;86;6.666666666666667;6.666666666666667;14.040178571428571;24.98046875;26.38888888888889;27.305640243902438;27.515243902439025;29.069767441860463;40.171370967741936;39.96975806451613;33.181179775280896;32.049418604651166;12.209302325581396;6.666666666666667;6.666666666666667;22.539511494252874;33.09985632183908;32.049418604651166;32.049418604651166;32.049418604651166
Pieza_01_foto76;1;76;58;58;60;63;65;65;63;65;65;68;69;70;70;70;69;69;73;73;73;73;90.625;90.625;93.41145833333333;93.97321428571429;98.4375;97.6201923076923;98.4375;97.86057692307692;98.46153846153847;94.11764705882354;92.7536231884058;91.42857142857143;91.42857142857143;91.42857142857143;92.7536231884058;92.7536231884058;87.67123287671232;87.67123287671232;87.67123287671232;87.67123287671232
Pieza_01_foto77;1;77;63;63;62;62;62;60;67;67;64;64;64;68;68;68;68;68;68;69;69;69;98.4375;97.04861111111111;96.875;96.875;95.0100806451613;93.75;92.1875;95.5223880597015;100.0;100.0;100.0;94.11764705882354;94.11764705882354;94.11764705882354;94.11764705882354;94.11764705882354;94.11764705882354;92.7536231884058;92.7536231884058;92.7536231884058
Pieza_01_foto98;1;98;69;69;66;65;62;61;61;63;63;63;62;61;61;59;57;57;56;55;52;51;41.87047101449275;38.94927536231884;37.61837121212121;34.63942307692308;31.754032258064516;31.378073770491802;29.585040983606557;31.398809523809526;33.95337301587302;33.58134920634921;31.754032258064516;31.378073770491802;30.48155737704918;28.44279661016949;26.343201754385966;25.767543859649123;24.274553571428573;21.420454545454547;19.53125;19.14828431372549
Pieza_01_foto99;1;99;63;63;122;122;122;121;60;60;59;58;57;57;57;56;54;53;53;51;49;47;0.0;0.0;2.689549180327869;22.5922131147541;22.233606557377048;10.653409090909092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto0;2;0;94;94;94;94;94;92;94;94;94;94;94;94;94;96;96;94;92;86;59;59;27.94215425531915;27.94215425531915;27.94215425531915;27.94215425531915;26.89494680851064;25.832201086956523;27.908909574468087;27.94215425531915;27.94215425531915;27.94215425531915;27.94215425531915;27.94215425531915;27.94215425531915;30.013020833333332;30.061848958333332;26.57912234042553;25.186820652173914;4.469476744186046;0.9533898305084746;0.9533898305084746
Pieza_02_foto00;2;0;79;79;76;55;69;82;115;117;117;117;117;117;117;117;116;117;117;116;116;115;81.0126582278481;81.0126582278481;82.6685855263158;85.9375;79.91394927536231;78.04878048780488;55.65217391304348;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;54.7008547008547;55.172413793103445;54.7008547008547;54.7008547008547;55.172413793103445;55.172413793103445;55.65217391304348
Pieza_02_foto0106;2;106;63;63;72;72;71;59;71;71;71;73;73;72;53;51;51;80;80;80;62;61;19.444444444444443;19.444444444444443;28.53732638888889;29.4921875;19.630281690140844;15.254237288135593;28.058978873239436;28.52112676056338;16.637323943661972;25.085616438356166;30.779109589041095;24.739583333333332;8.49056603773585;7.8431372549019605;7.8431372549019605;38.3984375;39.55078125;36.38671875;17.691532258064516;17.315573770491802
